ID,ProductID,ProductName,Category,VariantID,VariantName,Price,CustomerID,CustomerName,CustomerEmail,OrderID,OrderDate,Quantity,TotalAmount
150,,,,,,,41,Valerie Decker,kyle20@example.com,,,,
151,,,,,,,42,Francisco Smith,vargasjoyce@example.com,,,,
152,,,,,,,43,Dennis Schmidt,hwells@example.net,,,,
153,,,,,,,44,Leah Lewis,ericalvarado@example.org,,,,
154,,,,,,,45,Randall Jenkins,lisa27@example.com,,,,
155,,,,,,,46,Steven Manning,travismark@example.com,,,,
156,,,,,,,47,James Clark,rodriguezbrian@example.net,,,,
157,,,,,,,48,Nancy Curry,wparrish@example.org,,,,
158,,,,,,,49,Kristopher Cox,pwang@example.net,,,,
159,,,,,,,50,Daniel Green,jhall@example.com,,,,
160,,,,,,,51,Cathy Collins,thomas22@example.org,,,,
161,,,,,,,52,Evelyn Wang,burgesstracie@example.com,,,,
162,,,,,,,53,Laura Salinas,hayesalexander@example.com,,,,
163,,,,,,,54,William Sanchez,ssingleton@example.net,,,,
164,,,,,,,55,Jessica Mccullough,johnstewart@example.net,,,,
165,,,,,,,56,Veronica Allen DVM,psmith@example.org,,,,
166,,,,,,,57,Kevin Garcia,jessicabaxter@example.com,,,,
167,,,,,,,58,Todd Cross,robertmendoza@example.org,,,,
168,,,,,,,59,Dr. Michael Weber,hcochran@example.net,,,,
169,,,,,,,60,Sarah Love,kimberlymeza@example.com,,,,
170,,,,,,,61,Kimberly Campbell,stephanie56@example.org,,,,
171,,,,,,,62,Kyle Joyce,sgibson@example.org,,,,
172,,,,,,,63,Garrett Glass,alexandra40@example.org,,,,
173,,,,,,,64,Dalton Fleming,petersonmonica@example.net,,,,
174,,,,,,,65,Audrey Miller,navarroamanda@example.org,,,,
175,,,,,,,66,Mark Alexander,iwebb@example.com,,,,
176,,,,,,,67,Diana Murray,michaeledwards@example.com,,,,
177,,,,,,,68,Steven Herrera,erin42@example.com,,,,
178,,,,,,,69,Carly Ramirez,aturner@example.org,,,,
179,,,,,,,70,Jordan Davis,zchandler@example.net,,,,
180,,,,,,,71,Tyler Parker,stacey80@example.org,,,,
181,,,,,,,72,Brian Cooper,icontreras@example.com,,,,
182,,,,,,,73,Kelli Snyder,emoore@example.com,,,,
183,,,,,,,74,Veronica Smith,brittany95@example.net,,,,
184,,,,,,,75,Marcus Murray,simmonschad@example.net,,,,
185,,,,,,,76,Benjamin Joseph,ronaldwoods@example.org,,,,
186,,,,,,,77,Katherine May,joshuasmith@example.org,,,,
187,,,,,,,78,Jessica Richards,julie86@example.com,,,,
188,,,,,,,79,Kathy Escobar,colleenashley@example.com,,,,
189,,,,,,,80,Gabriel Harrison,vbuck@example.net,,,,
190,,,,,,,81,Samuel Bishop,smithcody@example.net,,,,
191,,,,,,,82,Ashley Hall,twright@example.org,,,,
192,,,,,,,83,Penny Moore,iwalker@example.net,,,,
193,,,,,,,84,Traci Edwards,daniellemurphy@example.org,,,,
194,,,,,,,85,Corey Reid,beth99@example.net,,,,
195,,,,,,,86,Jennifer Buchanan,brandon27@example.com,,,,
196,,,,,,,87,Cameron Eaton,robertbeck@example.net,,,,
197,,,,,,,88,Martin Griffin,hannah74@example.com,,,,
198,,,,,,,89,Paul Tapia,lblack@example.net,,,,
199,,,,,,,90,Jorge Thompson,nicolestanton@example.org,,,,
200,,,,,,,91,Carol Roy,stevengeorge@example.net,,,,
201,,,,,,,92,Julie Roberson,davidprice@example.org,,,,
202,,,,,,,93,Mark Andrews,sabrina45@example.com,,,,
203,,,,,,,94,Cory Andrews,jasonvaughn@example.net,,,,
204,,,,,,,95,Brian Herrera,beckerkeith@example.com,,,,
205,,,,,,,96,Jeremy Wiley PhD,swansonbrian@example.com,,,,
206,,,,,,,97,John Mercado PhD,zpowell@example.com,,,,
207,,,,,,,98,Shannon Jones,karenmoreno@example.com,,,,
208,,,,,,,99,Barbara Clark,osmith@example.net,,,,
209,,,,,,,100,Terry Fletcher,durhamharold@example.com,,,,
210,,,,,,,99,,,1,2022-01-01,,
211,37,,,80,,467.69,,,,1,,6,2806.14
212,,,,,,,,,,1,,,2806.14
213,,,,,,,1,,,2,2022-01-01,,
214,3,,,8,,311.94,,,,2,,4,1247.76
215,34,,,72,,730.84,,,,2,,3,2192.52
216,6,,,13,,622.8,,,,2,,10,6228.0
217,47,,,104,,448.42,,,,2,,10,4484.2
218,33,,,71,,100.74,,,,2,,4,402.96
219,,,,,,,,,,2,,,14555.44
220,,,,,,,18,,,3,2022-01-01,,
221,9,,,20,,478.24,,,,3,,3,1434.72
222,12,,,27,,377.77,,,,3,,9,3399.93
223,40,,,87,,37.03,,,,3,,1,37.03
224,33,,,71,,513.77,,,,3,,9,4623.93
225,,,,,,,,,,3,,,9495.61
226,,,,,,,20,,,4,2022-01-02,,
227,15,,,34,,271.98,,,,4,,6,1631.88
228,50,,,109,,519.26,,,,4,,5,2596.3
229,,,,,,,,,,4,,,4228.18
230,,,,,,,95,,,5,2022-01-03,,
231,31,,,66,,282.98,,,,5,,6,1697.88
232,25,,,53,,317.22,,,,5,,6,1903.3200000000002
233,44,,,99,,81.14,,,,5,,6,486.84000000000003
234,11,,,25,,753.57,,,,5,,1,753.57
235,,,,,,,,,,5,,,4841.61
236,,,,,,,20,,,6,2022-01-04,,
237,14,,,32,,31.98,,,,6,,1,31.98
238,48,,,107,,452.72,,,,6,,3,1358.16
239,11,,,24,,690.36,,,,6,,9,6213.24
240,10,,,22,,77.33,,,,6,,5,386.65
241,,,,,,,,,,6,,,7990.03
242,,,,,,,87,,,7,2022-01-04,,
243,26,,,54,,550.63,,,,7,,2,1101.26
244,19,,,41,,553.88,,,,7,,6,3323.2799999999997
245,31,,,65,,800.17,,,,7,,8,6401.36
246,,,,,,,,,,7,,,10825.9
247,,,,,,,52,,,8,2022-01-04,,
248,26,,,54,,151.47,,,,8,,4,605.88
249,2,,,5,,835.44,,,,8,,10,8354.400000000001
250,5,,,11,,456.15,,,,8,,4,1824.6
251,42,,,93,,917.84,,,,8,,2,1835.68
252,34,,,74,,24.29,,,,8,,5,121.44999999999999
253,,,,,,,,,,8,,,12742.01
254,,,,,,,43,,,9,2022-01-04,,
255,31,,,65,,200.84,,,,9,,4,803.36
256,21,,,43,,583.24,,,,9,,6,3499.44
257,,,,,,,,,,9,,,4302.8
258,,,,,,,66,,,10,2022-01-04,,
259,13,,,31,,112.88,,,,10,,3,338.64
260,11,,,24,,726.09,,,,10,,9,6534.81
261,25,,,52,,997.96,,,,10,,7,6985.72
262,31,,,65,,678.66,,,,10,,7,4750.62
263,27,,,56,,974.58,,,,10,,10,9745.800000000001
264,,,,,,,,,,10,,,28355.59
265,,,,,,,50,,,11,2022-01-04,,
266,25,,,52,,977.49,,,,11,,7,6842.43
267,2,,,4,,167.5,,,,11,,8,1340.0
268,,,,,,,,,,11,,,8182.43
269,,,,,,,44,,,12,2022-01-04,,
270,24,,,51,,875.4,,,,12,,4,3501.6
271,22,,,45,,216.09,,,,12,,6,1296.54
272,,,,,,,,,,12,,,4798.14
273,,,,,,,64,,,13,2022-01-04,,
274,40,,,88,,469.9,,,,13,,9,4229.099999999999
275,23,,,48,,732.72,,,,13,,2,1465.44
276,46,,,103,,690.29,,,,13,,3,2070.87
277,20,,,42,,407.5,,,,13,,2,815.0
278,27,,,57,,599.55,,,,13,,9,5395.95
279,,,,,,,,,,13,,,13976.36
280,,,,,,,100,,,14,2022-01-04,,
281,17,,,38,,686.94,,,,14,,8,5495.52
282,,,,,,,,,,14,,,5495.52
283,,,,,,,9,,,15,2022-01-05,,
284,34,,,72,,27.58,,,,15,,3,82.74
285,12,,,26,,159.93,,,,15,,4,639.72
286,2,,,5,,786.11,,,,15,,9,7074.99
287,27,,,57,,999.0,,,,15,,6,5994.0
288,9,,,19,,738.94,,,,15,,7,5172.58
289,,,,,,,,,,15,,,18964.03
290,,,,,,,23,,,16,2022-01-05,,
291,28,,,59,,682.1,,,,16,,8,5456.8
292,,,,,,,,,,16,,,5456.8
293,,,,,,,58,,,17,2022-01-05,,
294,14,,,32,,462.87,,,,17,,10,4628.7
295,8,,,18,,248.49,,,,17,,2,496.98
296,28,,,58,,820.85,,,,17,,1,820.85
297,,,,,,,,,,17,,,5946.53
298,,,,,,,16,,,18,2022-01-05,,
299,1,,,2,,941.56,,,,18,,2,1883.12
300,41,,,90,,970.23,,,,18,,10,9702.3
301,,,,,,,,,,18,,,11585.42
302,,,,,,,62,,,19,2022-01-05,,
303,28,,,58,,747.98,,,,19,,4,2991.92
304,26,,,54,,561.18,,,,19,,5,2805.8999999999996
305,8,,,18,,794.58,,,,19,,10,7945.8
306,,,,,,,,,,19,,,13743.62
307,,,,,,,7,,,20,2022-01-05,,
308,37,,,81,,740.62,,,,20,,1,740.62
309,9,,,20,,396.21,,,,20,,4,1584.84
310,36,,,78,,173.8,,,,20,,1,173.8
311,33,,,70,,458.82,,,,20,,7,3211.74
312,,,,,,,,,,20,,,5711.0
313,,,,,,,2,,,21,2022-01-05,,
314,26,,,55,,120.97,,,,21,,5,604.85
315,35,,,76,,685.26,,,,21,,8,5482.08
316,,,,,,,,,,21,,,6086.93
317,,,,,,,90,,,22,2022-01-05,,
318,35,,,75,,812.01,,,,22,,3,2436.0299999999997
319,,,,,,,,,,22,,,2436.03
320,,,,,,,41,,,23,2022-01-05,,
321,15,,,34,,289.83,,,,23,,9,2608.47
322,8,,,17,,251.94,,,,23,,9,2267.46
323,33,,,71,,108.36,,,,23,,5,541.8
324,40,,,88,,330.58,,,,23,,7,2314.06
325,,,,,,,,,,23,,,7731.79
326,,,,,,,11,,,24,2022-01-05,,
327,10,,,23,,846.66,,,,24,,9,7619.94
328,6,,,13,,193.83,,,,24,,4,775.32
329,24,,,51,,323.44,,,,24,,6,1940.6399999999999
330,12,,,27,,857.12,,,,24,,8,6856.96
331,,,,,,,,,,24,,,17192.86
332,,,,,,,53,,,25,2022-01-06,,
333,47,,,106,,987.79,,,,25,,1,987.79
334,,,,,,,,,,25,,,987.79
335,,,,,,,80,,,26,2022-01-07,,
336,5,,,11,,368.01,,,,26,,5,1840.05
337,7,,,16,,810.28,,,,26,,4,3241.12
338,,,,,,,,,,26,,,5081.17
339,,,,,,,68,,,27,2022-01-07,,
340,39,,,85,,125.86,,,,27,,1,125.86
341,26,,,55,,572.83,,,,27,,4,2291.32
342,31,,,66,,216.58,,,,27,,7,1516.0600000000002
343,47,,,105,,373.94,,,,27,,10,3739.4
344,35,,,76,,804.66,,,,27,,5,4023.2999999999997
345,,,,,,,,,,27,,,11695.94
346,,,,,,,34,,,28,2022-01-07,,
347,35,,,76,,714.18,,,,28,,7,4999.259999999999
348,8,,,18,,122.53,,,,28,,6,735.1800000000001
349,,,,,,,,,,28,,,5734.44
350,,,,,,,97,,,29,2022-01-07,,
351,36,,,79,,545.4,,,,29,,9,4908.599999999999
352,13,,,30,,347.63,,,,29,,9,3128.67
353,18,,,40,,459.15,,,,29,,3,1377.4499999999998
354,19,,,41,,482.42,,,,29,,6,2894.52
355,,,,,,,,,,29,,,12309.24
356,,,,,,,87,,,30,2022-01-07,,
357,3,,,7,,292.05,,,,30,,4,1168.2
358,8,,,18,,674.51,,,,30,,9,6070.59
359,,,,,,,,,,30,,,7238.79
360,,,,,,,69,,,31,2022-01-07,,
361,34,,,73,,281.57,,,,31,,3,844.71
362,7,,,16,,922.6,,,,31,,2,1845.2
363,,,,,,,,,,31,,,2689.91
364,,,,,,,85,,,32,2022-01-07,,
365,40,,,88,,398.55,,,,32,,10,3985.5
366,49,,,108,,873.04,,,,32,,8,6984.32
367,21,,,43,,549.39,,,,32,,8,4395.12
368,19,,,41,,995.68,,,,32,,8,7965.44
369,11,,,24,,754.07,,,,32,,10,7540.700000000001
370,,,,,,,,,,32,,,30871.08
371,,,,,,,87,,,33,2022-01-07,,
372,43,,,94,,958.02,,,,33,,1,958.02
373,,,,,,,,,,33,,,958.02
374,,,,,,,17,,,34,2022-01-07,,
375,20,,,42,,255.91,,,,34,,9,2303.19
376,35,,,75,,70.78,,,,34,,4,283.12
377,47,,,104,,323.39,,,,34,,4,1293.56
378,,,,,,,,,,34,,,3879.87
379,,,,,,,63,,,35,2022-01-08,,
380,32,,,68,,225.54,,,,35,,8,1804.32
381,5,,,11,,211.27,,,,35,,1,211.27
382,,,,,,,,,,35,,,2015.59
383,,,,,,,13,,,36,2022-01-08,,
384,38,,,83,,405.25,,,,36,,7,2836.75
385,7,,,15,,792.88,,,,36,,9,7135.92
386,40,,,88,,646.84,,,,36,,10,6468.400000000001
387,29,,,61,,960.34,,,,36,,9,8643.06
388,5,,,11,,847.99,,,,36,,2,1695.98
389,,,,,,,,,,36,,,26780.11
390,,,,,,,40,,,37,2022-01-08,,
391,35,,,76,,730.71,,,,37,,4,2922.84
392,,,,,,,,,,37,,,2922.84
393,,,,,,,98,,,38,2022-01-08,,
394,28,,,59,,320.59,,,,38,,4,1282.36
395,30,,,64,,746.53,,,,38,,1,746.53
396,30,,,64,,91.06,,,,38,,3,273.18
397,35,,,75,,225.7,,,,38,,8,1805.6
398,,,,,,,,,,38,,,4107.67
399,,,,,,,95,,,39,2022-01-08,,
400,16,,,36,,315.47,,,,39,,2,630.94
401,22,,,45,,42.85,,,,39,,2,85.7
402,50,,,109,,723.66,,,,39,,1,723.66
403,47,,,105,,781.22,,,,39,,4,3124.88
404,13,,,30,,219.87,,,,39,,7,1539.0900000000001
405,,,,,,,,,,39,,,6104.27
406,,,,,,,5,,,40,2022-01-08,,
407,11,,,25,,166.01,,,,40,,2,332.02
408,48,,,107,,134.48,,,,40,,6,806.8799999999999
409,37,,,81,,901.99,,,,40,,2,1803.98
410,,,,,,,,,,40,,,2942.88
411,,,,,,,30,,,41,2022-01-09,,
412,14,,,32,,530.3,,,,41,,2,1060.6
413,10,,,22,,592.56,,,,41,,7,4147.92
414,5,,,11,,472.23,,,,41,,5,2361.15
415,35,,,76,,480.09,,,,41,,4,1920.36
416,16,,,36,,204.25,,,,41,,8,1634.0
417,,,,,,,,,,41,,,11124.03
418,,,,,,,62,,,42,2022-01-09,,
419,41,,,89,,266.46,,,,42,,8,2131.68
420,42,,,92,,264.77,,,,42,,6,1588.62
421,8,,,17,,500.88,,,,42,,7,3506.16
422,,,,,,,,,,42,,,7226.46
423,,,,,,,67,,,43,2022-01-09,,
424,47,,,104,,401.54,,,,43,,8,3212.32
425,43,,,95,,398.77,,,,43,,1,398.77
426,,,,,,,,,,43,,,3611.09
427,,,,,,,5,,,44,2022-01-09,,
428,46,,,103,,698.5,,,,44,,7,4889.5
429,,,,,,,,,,44,,,4889.5
430,,,,,,,25,,,45,2022-01-09,,
431,24,,,51,,797.94,,,,45,,5,3989.7000000000003
432,26,,,55,,227.33,,,,45,,10,2273.3
433,,,,,,,,,,45,,,6263.0
434,,,,,,,67,,,46,2022-01-10,,
435,19,,,41,,217.86,,,,46,,8,1742.88
436,48,,,107,,248.63,,,,46,,1,248.63
437,41,,,90,,399.4,,,,46,,9,3594.6
438,12,,,26,,669.19,,,,46,,3,2007.5700000000002
439,,,,,,,,,,46,,,7593.68
440,,,,,,,83,,,47,2022-01-10,,
441,45,,,100,,63.45,,,,47,,8,507.6
442,35,,,76,,46.74,,,,47,,2,93.48
443,47,,,105,,902.87,,,,47,,4,3611.48
444,43,,,96,,215.89,,,,47,,8,1727.12
445,1,,,1,,863.46,,,,47,,2,1726.92
446,,,,,,,,,,47,,,7666.6
447,,,,,,,67,,,48,2022-01-10,,
448,42,,,92,,571.37,,,,48,,5,2856.85
449,,,,,,,,,,48,,,2856.85
450,,,,,,,5,,,49,2022-01-11,,
451,16,,,36,,854.89,,,,49,,3,2564.67
452,36,,,79,,540.0,,,,49,,6,3240.0
453,,,,,,,,,,49,,,5804.67
454,,,,,,,89,,,50,2022-01-11,,
455,30,,,63,,389.28,,,,50,,3,1167.84
456,35,,,76,,30.53,,,,50,,8,244.24
457,2,,,5,,124.49,,,,50,,2,248.98
458,39,,,84,,847.04,,,,50,,5,4235.2
459,,,,,,,,,,50,,,5896.26
460,,,,,,,94,,,51,2022-01-11,,
461,15,,,33,,75.16,,,,51,,10,751.5999999999999
462,6,,,12,,191.03,,,,51,,1,191.03
463,1,,,2,,711.65,,,,51,,9,6404.849999999999
464,39,,,86,,434.78,,,,51,,2,869.56
465,14,,,32,,827.05,,,,51,,4,3308.2
466,,,,,,,,,,51,,,11525.24
467,,,,,,,79,,,52,2022-01-11,,
468,44,,,97,,637.14,,,,52,,6,3822.84
469,8,,,18,,455.03,,,,52,,3,1365.09
470,13,,,30,,163.82,,,,52,,2,327.64
471,16,,,35,,622.35,,,,52,,9,5601.150000000001
472,,,,,,,,,,52,,,11116.72
473,,,,,,,98,,,53,2022-01-11,,
474,32,,,69,,310.7,,,,53,,6,1864.1999999999998
475,17,,,38,,774.47,,,,53,,4,3097.88
476,,,,,,,,,,53,,,4962.08
477,,,,,,,1,,,54,2022-01-11,,
478,40,,,87,,231.87,,,,54,,8,1854.96
479,49,,,108,,525.76,,,,54,,7,3680.3199999999997
480,,,,,,,,,,54,,,5535.28
481,,,,,,,91,,,55,2022-01-11,,
482,8,,,18,,727.34,,,,55,,1,727.34
483,,,,,,,,,,55,,,727.34
484,,,,,,,17,,,56,2022-01-11,,
485,32,,,68,,219.77,,,,56,,4,879.08
486,18,,,40,,786.34,,,,56,,2,1572.68
487,50,,,109,,529.0,,,,56,,6,3174.0
488,,,,,,,,,,56,,,5625.76
489,,,,,,,61,,,57,2022-01-12,,
490,40,,,88,,723.8,,,,57,,5,3619.0
491,,,,,,,,,,57,,,3619.0
492,,,,,,,76,,,58,2022-01-12,,
493,7,,,15,,927.98,,,,58,,10,9279.8
